plCode,divName,eclgyName,height,area,flColor,flSeason,smellCode,lightDemand,place,toxic,levelCode,growSpeedCode,growTempCode,winterLowCode,humidityCode,springWtCode,summerWtCode,autumnWtCode,winterWtCode,speclManage
14689,잎보기식물,"일반형,수경형",150,50,,,079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",없음,089001,090003,082002,057004,083002,053002,053002,053002,053004,"- 물주기: 찬물 사용 주의 우리나라에는 1960년대부터 들어와서 실내식물로 많이 알려졌다. 드라세나 마지나타는 잎 모양이 창처럼 가느다랗고 잎 길이는 60cm 내외이다. 또한, 야자수 잎처럼 뭉쳐나는 아름다운 잎들은 미술관, 관공서, 호텔, 쇼핑몰, 고급 레스토랑의 입구에서 우아한 자태를 뽐내곤 한다. 뿌리가 화분구멍으로 나오는 경우 흙이 굳어져서 물 흡수가 제대로 되지 않는 경우나, 뿌리가 썩어 식물 아랫부분 잎이 시드는 경우, 분갈이를 해주는 것이 좋다. 봄 4~6월, 겨울은 9~10월 사이에 하는 것이 좋다. 드라세나 마지나타는 자일렌과 트리클로로에틸렌 등 실내 독성물질 제거 능력이 우수해 공기청정기 역할을 톡톡히 해내므로 실내공기 정화에 좋다."
13336,"잎보기식물,선인장다육식물",건조형,100,40,,,079004,"높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",없음,089001,090003,082003,057005,083001,053003,053003,053003,053004,"적절한 환기가 필요함, 여름동안 햇볕이 잘드는 위치에 배치하는 것이 좋음. 덕구리란(德久利蘭,nolina recurvata) 도꾸리란 (Beaucarnea recurvata) 줄기 밑동에 물을 많이 저장하여 술병처럼 부푼 모양으로 비대한 줄기에 수분을 저장하고 있어 과습한 경우에 줄기가 물러질 수 있다. 덕리(德利:돗쿠리)는 입구가 좁고 긴 술병(일본어) 모습을 하고 있어 붙여진 이름으로 덕구리난은 실내가 실내가 고온건조하고 햇빛이 잘 드는 곳에서 자란다. 반음지에서도 자라긴 하나 너무 음지에서 자라면 웃자라서 모양이 망가지니 햇빛을 충분히 받도록 해야 한다. 덕구리난은 봄부터 가을 사이에는 화분의 흙 표면이 마르면 물을 충분히 주고, 더운 시기에는 잎에 물을 주고 추운시기에는 흙을 좀더 건조하게 관리한다. 5~10월에 완효성비료를 2개월에 한번 주고, 습기가 많으면 깍지벌레가 발생하기 쉬우니 주의한다."
13186,잎보기식물,건조형,60,30,,,,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",복용시 치명적 독성,089001,090003,082002,057005,083002,053003,053003,053003,053004," 그늘진 곳에서 잘 견디지만, 실내 밝은 간접광이 더 좋다. 환경 조건에 견디는 힘이 뛰어나고 과습한 상태에서 저온상태가 되면 뿌리가 썩기 쉽다. 수분이 많은 지하경을 가지고 광택이 있는 잎이 매력적이다."
13338,잎&꽃보기식물,건조형,50,30,"보라색,분홍색,빨강색,노랑색,흰색,혼합색","봄,여름,가을,겨울",079003,"높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,090003,082003,057005,083002,053004,053004,053004,053004,봄-가을 까지는 실외에 두고 꽃이 개화하여 80%정도에서 꽃대를 잘라주면 새로운 싹을 받기에 좋다. 
13218,꽃보기식물,일반형,30,30,"분홍색,빨강색,오렌지색,흰색","봄,여름,가을",079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090002,082003,057005,083001,053002,053002,053003,053004,"물을 매우 좋아하므로 생장기에는 충분히 주지만, 흙이 물에 잠겨있으면, 뿌리가 썩을 수 있다. ● 열대성 작물로 추위에 약한 다년생의 초본 또는 반 관목으로 반그늘에서도 생육 및 개화하 양호함 ● 초장은 일반적으로 30~60cm로 자라고 잎은 난형피침형으로 긴 잎자루가 있으며 화경이 겨드랑이에서 나오고 화경마다 2.5~4.0cm되는 꽃이 1~3개 핌 ● 생육적온은 20~25℃정도이고, 15℃이하가 되면 생육 및 착화가 둔화됨 ● 뉴기니아봉선화는 여름철을 대표하는 분화류 ● 5월에 모종을 구매해 햇빛이 잘 드는 실내에서 기르면 여름철 내내 꽃을 볼 수 있음 ● 속명은 라틴어의 impatience(참을 수 없는)에서 유래 ● 뉴기니아 봉선화의 개화에 대한 일장반응은 중성식물로 계절에 관계없이 잘 개화한다. "
19467,잎보기식물,일반형,40,30,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,,082003,057005,083002,053003,053003,053003,053004,실내의 습도가 어느 정도인지 측정할 수 있는 지표식물인 만큼 잎에 자주 분무하여 잎이 건조하지 않도록 한다.  고사리류의 식물로 처음엔 위로 자라다가 어느 정도 자라면 아래로 처지는 형태로 밝은 녹색 잎이 많이 달려 있어 매우 섬세한 느낌을 준다.연한 녹색의 잎이 부드러운 관엽식물이고 원줄기는 윤기나는 검은색이다. 
13340,"잎&꽃보기식물,열매보기식물",일반형,100,50,"노랑색,흰색",봄,079001,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",애완동물에게 해로울 수 있음,089001,090002,082002,057001,083002,053003,053003,053003,053004," 돈나무란 Money tree와는 상관이 없고, 제주도에서 돈나무를 똥낭, 즉 똥나무라는 뜻으로 부르는데서 연유했다. 이는 열매가 겨우내 끈적한 점액질에 싸여 있어서 온갖 곤충과 벌레들이 모여들어 지저분하게 보이기 때문이다. 남쪽에서 주로 자라나며, 지역에 따라 이름이 여러 가지로 불린다. 높이가 최대 2~3m 까지 자라며, 잎의 길이는 4~10cm, 너비는 2~3cm 잎 가장자리에는 톱니가 없고 뒤로 말려 있으며, 꽃의 지름은 1cm안팎이다. 꽃이 지고 열매를 맺는데 길이가 1.5cm쯤 되고, 열매는 둥글거나 넓은 타원형이고 길이가 1.2cm 이며, 익으면 두 갈래로 붉은 씨가 나타난다. 생육온도는 16~10℃ 정도, 습도는 40~70% 정도 이다. 염분 저항성이 있어 해안지방의 방풍림으로 좋으며 목재는 어구 재료로사용하고 잎은 가축의 먹이로 이용가능하다.  枝葉(지엽) 및 皮(피)를 七里香(칠리향)이라 하며 약용한다. 돈나무는 혈압을 낮추며 습진과 혈액순환에 약제로 쓰이기도 한다."
13196,잎보기식물,"일반형,수경형",100,30,,,,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",있음,089001,090003,082002,057005,083002,053003,053003,053003,053004,"식물체 중심 잎과 잎 포기 사이 물통에 물이 고이도록 한다. 포름알데히드, 벤젠, 톨루엔, 자일렌, 트리클로로 에틸렌"
19471,잎보기식물,"일반형,수경형",100,50,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,,082002,057005,083002,053002,053002,053002,053003," "
14698,잎보기식물,"일반형,수경형",150,70,,,079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",없음,089001,090002,082002,057005,083002,053002,053002,053002,053003," 줄기는 가늘고 키는 3~4m 정도까지 자라며 잎의 폭은 1~2cm, 길이 30~60cm이며 장검과 같이 자라고 잎 가장자리는 적색, 안쪽은 유백색이다. 잎 전체가 붉은빛을 띠고 있는 고온다습을 좋아한다.  내음성도 강해서 오랫동안 실내에서 잘 견디며 실내 어느 곳에 놓아도 잘 조화를 이룬다."
15830,잎보기식물,일반형,30,30,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",없음,089003,090002,082002,057002,083003,053002,053002,053002,053003," "
14674,잎보기식물,일반형,150,60,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,090002,082003,057005,083002,053003,053003,053003,053004,"- 성장기인 5~9월엔 분흙의 상태를 보아 1주일을 기준으로 물관리함   흙이 마르지 않게 조절하되 과습하지 않도록 주의 - 과습은 잎이 노랗게 마르면서 낙엽이 지거나 줄기가 썩는 원인  - 온도가 낮아지면 낙엽 지고, 봄이 되어야 잎이 나옴 가장자리에 무늬가 있는 잎도, 무늬가 없는 잎도 다 같이 단정하고 매력적이어서 동양적인 이미지의 나무이다. 키가 큰 나무는 고가이므로 작은 크기의 나무를 사서 잘 관리한다. 키우기가 쉽지 않은 품종이다. 특히 환경이 맞지 않으면 잎이 쉽게 떨어지므로 직사광선이 아닌 밝은 빛에 식물을 두고 겨울에는 건조하거나 춥지 않게 관리해야 한다. 가장 중요한 문제는 습도조절이다. 자주 잎에 분무해 주면 공중습도 유지에 좋다.   삽목시에는 발근 촉진제를 사용하는 편이 성공할 확률이 높다."
16034,잎보기식물,일반형,70,50,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090002,082002,057002,083002,053003,053003,053003,053004,"- 매우 건조하고 그늘진 토양에서 가장 널리 번식, 성장함. "
19466,잎보기식물,일반형,150,50,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,,082003,057002,083002,053003,053003,053003,053004," 송곳모양의 부드러운 바늘이 있는 가지가 수평으로 자라는 우아한 상록성 나무이다. 공기정화능력이 우수하고 재배가 쉬워 실내식물로 기르기에 적합하다. 반음지나 반양지에서 잘 자라며 직접적으로 빛을 받으면 잎이 누렇게 타므로 직사광선은 피하는 게 좋다. 키가 큰 실내식물로 겨울철 크리스마스트리로 사용하기도 하는데 어두운 곳에 오래두면 모양이 흐트러지므로 주의한다. 추위에 강해 남부 지방에서는 실외 정원에서 키우기도 하고 실내에서 2~3년에 한번 씩 분갈이를 한다.    "
13339,잎보기식물,일반형,30,30,,,079004,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 ,거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090002,082002,057001,083001,053002,053002,053002,053003," 바닷가와 섬의 저지대의 바위틈에서 자란다. 잎자루의 길이는 15~40cm이며, 비늘조각이 붙는다. 잎 몸의 길이가 20~60cm, 폭이 10~25cm 잎 조각의 길이는 7~13cm, 폭 2.5~5.0cm이다. 상록성으로서 짧고 굵은 뿌리를 가진다. 겹잎으로 끝이 갑자기 뾰족해지며, 포자낭군은 뒷면 전체에 붙으며, 표막이 둥글고 성숙하면 중앙부가 흑갈색으로 된다."
19459,잎&꽃보기식물,일반형,50,30,노랑색,"봄,겨울",079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,,,082003,057005,083002,053003,053003,053003,053004," Soil Type:  Use a GOOD rich potting soil (a soil that retains water yet drains well), such as an African violet mix. If you want to mix your own take: 1 part garden soil, 1 part coarse sand or perlite and 2 parts peat or humus (leaf mold). Always use a pot with a hole.   Growing Ease:  Requires a little extra care"
14675,잎&꽃보기식물,일반형,100,100,"보라색,기타","봄,여름",079001,"높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,,,082003,057005,083002,053003,053003,053003,053004," "
19461,잎보기식물,일반형,30,40,흰색,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090001,082002,057002,083002,053002,053002,053002,053003," 아이비는 더운 것을 싫어하므로 너무 더운 곳은 피하고 조금 서늘한 곳에서 키우는 것이 좋다. 주위가 건조할 때는 잎에 자주 분무해 준다."
16038,잎보기식물,일반형,25,25,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090001,082002,057005,083002,053003,053003,053003,053003,"- 따뜻하고, 습한 지역에서 잘 성장함. - 온습도: 건조하고 추운 환경에서는 잎이 갈색으로 변하여 떨어지거나 잎이 틀어질 수 있음. - 물주기: 빗물을 사용하면 토양이 산성화 될 수 있으므로 주의, 온수사용 잎에 독특한 무늬와 잎이 말려드는 습성이 있어 인상적인 마란타 류코뉴라는 영어 이름 ‘prayer plant(기도하는 식물)’ 로, 해질 무렵이면 기도할 때 손을 모으듯 위로 접히는 잎의 모양에서 유래한다. 잎이 접히는 이유는 체내의 습도를 유지하기 위해 낮에는 옆으로 펴져 있다가 밤이 되면 위로 모이는 현상을 보인다. 초장과 초폭은 각각 30cm 정도이고, 따뜻하고, 습한 지역에서 잘 성장한다. 온도, 습도가 낮은 건조하고 추운 환경에서는 잎이 갈색으로 변하여 떨어지거나 잎이 틀어질 수 있으므로, 건조한 경우 일정한 습도 유지에 주의해야 한다."
14920,잎&꽃보기식물,일반형,40,40,"분홍색,흰색","봄,여름",079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",없음,089002,090002,082002,057005,083002,053003,053003,053003,053004,"- 물주기: 차가운 물로 관수하지 않는다. ] - 식물을 물 속에 침수하지 않는다. - 벤치 아래, 시원하고 습한 그늘에 가장 이상적인 성장을 한다. - 행잉 바스켓에 잘 어울린다.   베고니아의 관상부위는 세 가지(꽃, 잎, 반관목성)로 구분하는데, 렉스베고니아는 잎 무늬를 관상하는 식물이다. 잎이 두텁고 얼룩무늬도 있으며 달팽이처럼 말린 것도 있고 종류가 매우 다양하다. 줄기의 온몸에 거친 털이 나 있다. 잎은 대형 달걀 모양으로 길이는 30cm, 폭은 20cm 정도이다. 잎 면에는 품종에 따라 보라색, 빨간색, 은백색, 구릿빛 등 다양한 무늬가 있다. 렉스베고니아는 잎꽂이로 번식이 쉽다. 벤치 아래, 시원하고 습한 그늘에서 가장 이상적인 성장을 한다. "
18691,잎&꽃보기식물,일반형,20,20,"파랑색,보라색,분홍색,빨강색,흰색,혼합색","봄,여름,겨울",079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,,082002,057005,083002,053003,053003,053003,053003,"- 잎의 털에 물방울이 고여 있으면 곰팡이병이 생길 수 있고 진한 꽃잎에 물방울이 묻어 물방울이 데워짐으로 꽃 색이 바래질 수 있으므로, 물을 줄때 저면관수 방법이나, 흙으로만 물이 주어지도록 주의한다.  다년생, 다육질의 타원형 잎에 털이 있고 꽃의 색상과 형태에 따라 다양한 품종이 있음 "
19462,"잎&꽃보기식물,열매보기식물",일반형,150,50,흰색,봄,079002,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090002,082002,057001,083002,053003,053003,053003,053004," "
19470,꽃보기식물,일반형,50,30,"분홍색,빨강색,흰색,혼합색","봄,여름",079004,"높은 광도(1,500~10,000 Lux)","발코니 내측 ,발코니 창측 ",,089001,090002,082003,057003,083002,053003,053002,053003,053004," "
16238,잎&꽃보기식물,일반형,100,50,"노랑색,흰색",여름,079001,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090002,082002,057001,083002,053003,053003,053003,053003,"- 물주기: 적당히 건조한 상태 유지, 빗물 사용 시 토양이 산성화 될 수있으므로 주의, 온수사용함 - 덩굴식물이 서로 얽히지 않도록 수시로 가지치기를 해주도록 함. 상록의 덩굴성 목본으로 흑갈색 줄기를 가지고 있다. 줄기는 길게 약 5m 정도 뻗으며, 줄기에서 뿌리를 내려 바위나 나무 등에 기어오른다. 꽃은 5~6월에 흰색으로 피고 지름은 2~3cm이며, 흰색에서 노란색으로 변하고 취산꽃차례를 이룬다. 타원형의 잎은 마주나며, 길이 2~5cm로 윤이 나고 두껍다. 열매는 원통형의 골돌과로 9월에 익으며 길이 12~22cm로 2개가 달린다. 잎과 줄기는 해열, 강장, 진통 및 생리통 등에 약용으로 쓰이기도 한다. 산지 숲 가장자리나 숲 속 습기가 있는 곳의 바위나, 큰 나무줄기에 칭칭 동여맨 듯 부착되어 있다."
18654,잎보기식물,일반형,25,20,,,,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ",,089002,090003,082003,057005,083002,,,,," "
16239,"잎보기식물,열매보기식물",일반형,40,40,"노랑색,흰색","봄,여름",079003,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 ,거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090002,082003,057001,083002,053003,053003,053003,053004,"- 여름관리: 오전 햇빛은 잠시 받는 정도가 좋으며, 오후 햇빛은 도움이 되지 않음. 통풍은 신선한 바람이 잘 통하게 하여야 습기가 건조해지면서 뿌리와 새순이 잘 나옴.  - 겨울부터 초봄까지 부는 바람은 무늬와 모양, 색깔을 변하므로 피함. - 물주기: 분흙이 마르는 듯하면 주며, 표면이 까실까실한 정도가 좋음.  내한성 상록 다년초로 굵은 땅속줄기 끝에서 9~12장의 녹색 잎이 모여난다. 높이 30~50cm이다. 잎의 길이는 30~40cm, 너비 3~5cm이고, 넓은 바소꼴이며 육질이고 윤기가 있다. 꽃은 5~7월에 연한 노란색이나 흰색으로 피고 잎 사이에서 자란 길이 2~4cm의 수상꽃차례에 빽빽이 달린다. 열매는 장과이고 둥글며 지름 1cm 정도로 8월에 붉게 익으며 간혹 황색도 있다. 잎은 1년에 보통 3-4장 나오는데 잎의 수명은 길면 3-4년정도이다. 가능한 자르지 말고 그대로 둔다.근경에는 로데인(Rohdein)이 들어 있어 강심제와 이뇨제로 악용된다. 잎에 여러 가지 색채가 든 무늬 종이 많이 나와 주로 관상용으로 이용되었다. "
19465,잎보기식물,일반형,200,100,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,090001,082003,057005,083002,053003,053003,053003,053003,일부 가지에만 염분을 축적하는 독특한 성질을 가지고 있으며 축적된 염분이 포화상태에 이르렀을 때 그 가지가 말라죽게 되므로 이때는 빨리 가지를 잘라주도록 한다. NASA가 지정한 실내공기 정화 식물 중에서 가장 일등공신으로 꼽히는 식물로 거실이나 사무실 등의 공기정화에 필수적인 식물이다.비교적 키우기 쉽지만 너무 강한 직사광선이나 건조한 공기는 싫어한다. 야자류 중에서는 질감도 부드럽고 여성스러운 느낌을 주며 가습기를 대신할 정도로 증산량이 뛰어난 식물이다. 
14676,잎보기식물,"일반형,수경형",150,50,,,079003,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",없음,089001,090002,082002,057002,083002,053003,053003,053003,053004,"-물주기: 겨울철에는 차가운물을 사용하면 잎이 황변할 수 있으므로 하루쯤 받아둔 물을 사용 -난방으로 실내가 건조할 경우 분무로 습도 높어줌 / 흙의 상태,관리환경에 따라 분흙이 마르는 듯하면 충분이 줌. (물이 부족하면 잎무늬에 기미가 끼게 되고 건조하면 응애가 발생함)  -병충해: 불소 화합물 독성 때문에 잎끝이 갈변되고 살충제로 인해 잎가장자리가 타기도 함. 응애, 깍지벌레 등, 과습이 심할 경우 부패, 시들, 잎반점 등 나타남. 높이는 2-3m, 직립으로 자라며 잎은 길고 피침형으로 길이는 10-22cm, 폭 1.5-2cm의 황색바탕에 녹색의 외곽무늬가 들어 있으며 내음성이 강하다. 실내의 가장 밝은 장소에서 잘 자라는 편이며, 너무 어두운 그늘에 두고 키우면 광량 부족과 화분 흙이 과습한 경우 줄기가 가늘게 웃자라는 것은 물론 잎들이 떨어지며 줄기와 뿌리가 썩는 경우가 있다. 줄기를 잘라 삽목 하거나 어린 개체를 나누거나, 취목으로도 번식 할 수 있다. 잎끝 색이 바뀌거나 말라 들어가는 경우가 있으므로 2년에 한번 정도 청결한 흙으로 분갈이하는 것이 좋다. 줄기와 잎이 부드러운 느낌을 주어 실내 분화로 인기가 많다."
16241,잎&꽃보기식물,일반형,100,50,"분홍색,빨강색,노랑색,흰색","봄,여름,가을",079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",강함 (식용하면 안됨),089002,090002,082002,057005,083002,053003,053003,053003,053004," 브라질 자스민, 동백 자스민이란 이름처럼 꽃이 화려하고 은은한 향기를 지닌 매력적인 덩굴식물로 약간 건조하게 관리한다."
18657,잎&꽃보기식물,일반형,20,40,"분홍색,흰색","봄,여름",079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,,082003,057004,083002,053003,053003,053003,053004," Soil Type:  A GOOD general purpose potting soil (a soil that retains water yet drains well) will suffice. Check purchased soil to see that it is well aerated and add sand or perlite and peat moss if it seems to pack too tightly. Give the plants a chance to settle in before going back to whatever fertilization program has been successful for you. If you want to mix your own take: 1 part garden soil, 1 part coarse sand or perlite, 1 part moist peat or humus (leaf mold) and a light dusting of lime. Always use a pot with a hole.  Growing Ease:  Will grow for anybody"
14687,잎보기식물,"일반형,수경형",150,70,,,079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",애완동물에게 해로울 수 있음.,089001,090002,082002,057005,083002,053003,053003,053003,053004,"-물주기: 균일하게 촉촉함 유지, 빗물사용시 산성화 주의, 따뜻한물 사용 드라세나 와네키는 생육속도가 느린 편 이지만 누구나 쉽게 키울 수 있는 공기정화 식물이다. 가정에서 키우면 키가 보통 1m 안팎으로 자라지만 환경이 좋은 곳에서는 3m까지도 자란다. (잎의 길이: 20~50cm 폭 2~5cm정도 된다.) 물은 보통이며 약간 건조한 환경에서도 스프레이로 분무하면 잘 자란다. (물을 과하게 줄 경우 잎 끝이 갈색으로 변하기도 하고 물이 너무 부족하면 병약한 잎이 나오기도 한다.) 분갈이 시 화원에서 판매하는 배수성이 좋은 화분용 배합토에 모래나 마사토를 20~30% 섞어서 하면 된다. 반그늘을 좋아하며 여름철에는 다습한 환경을 좋아한다. (주기적으로 화분 위치를 바꿔 골고루 햇빛을 받을 수 있도록 한다.) 벤젠 제거에 효과적인 에코플랜트이다."
13260,잎보기식물,일반형,100,50,,,079003,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,,082003,057005,083002,053003,053003,053003,053004,"온도에 대해서는 민감하게 반응하여 저온조건에서는 잎이 잘 떨어짐, 매년 봄에 분을 갈아준다. 열대성 상록 관목으로 다양한 잎 모양과 잎색에 따른 품종이 많고 빛에 대한 적응성이 강하여 어두운 곳에서도 오래 견딘다."
13309,잎보기식물,일반형,150,40,,,079002,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,,082003,057005,083002,053002,053002,053002,053003," "
19451,"잎&꽃보기식물,열매보기식물",일반형,30,30,흰색,"봄,여름",079003,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 ,거실 창측 ,발코니 내측 ",,089001,090001,082002,057002,083002,053003,053003,053003,053004,"-추위에 약해 중부이북에서는 바깥에서 월동이 어렵다.  -반 그늘진 곳을 좋아하며 어느 정도 습기유지가 중요하다.  -씨앗을 12-4월에 따서 과육을 제거하고 뿌리거나 봄 또는 여름에 줄기를 삽목하면 잘 번식한다. 자금우, 백량금과 함께 자금우과에 속하며 빨간 열매가 인상적인 덩굴식물이다. 잎에 무늬가 있는 산호수도 있지만 무늬종은 일반종에 비해 열매가 잘 열리지 않는 특징이 있다. 꽃, 열매, 잎 모두 다 관상가치가 있으며  키우기 쉬운 관엽 식물이다.  산호 중에서도 가장 비싼 것이 적색 산호인데, 산호수의 열매가 적색산호의 빛깔과 닮아있어 산호수라는 이름이 붙었다고 한다.  "
19449,잎보기식물,건조형,25,20,,,079004,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 ,거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090003,082003,057005,083002,053003,053003,053003,053004," 연중 빛이 좋은 반그늘에서 잘 자란다. 그러나 여름철에 너무 강한 직사광선은 피하는 것이 좋다. 겨울에 냉해를 입으면 아래쪽이 허물거리면서 썩어버리는데, 마치 관수를 너무 많이 하여 나타나는 현상처럼 보인다. "
18692,잎&꽃보기식물,일반형,40,40,노랑색,여름,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089002,090002,082002,057002,083002,053003,053003,053003,053003,"  국화과의 여러해살이풀로 남부지방이나, 울릉도 ,제주도의 바닷가에서 자란다. 늘 푸른 잎이며 뿌리줄기는 굵고 짧으며 줄기는 곧게 서며 꽃대 모양이고 흰빛이 도는 갈색털이 덮여 있다. 9~10월에 머리모양 꽃차례를 이루고 노랑색의 꽃이 피며 꽃대 모양의 줄기 끝에 여러 개가 모여서 고른꽃차례를 이룬다. 한방과 민간에서 뿌리와 식물체를 진통, 보익, 진정 등의 약재로 쓰며 민간에서 줄기와 잎을 해독제로 쓰고 싱싱한 잎을 습진 또는 곪는데 약으로 쓰며, 관상용으로 많이 심는다. "
18694,"잎&꽃보기식물,열매보기식물",일반형,90,40,흰색,"봄,여름",079004,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 ,거실 내측 ,거실 창측 ,발코니 내측 ,발코니 창측 ",,,,082002,057002,083002,053003,053003,053003,053003," 부식질이 풍부하고 보수력이 좋은 토양이 적합하며 약간 응달진 장소가 좋음"
19452,잎보기식물,일반형,150,100,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090003,082003,057005,083002,053003,053003,053003,053004," 고무나무라는 이름은 고무와 유사한 라텍스를 함유하고 있는 두껍고 가죽처럼 느껴지는 잎에서 유래되었다. 크림색이 잎 가장자리에 들어가 있어 고급스럽고도 편안한 느낌의 실내 관엽 식물이다.  "
17751,잎보기식물,일반형,150,100,,,079004,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 ,발코니 내측 ,발코니 창측 ",,089001,090003,082003,057005,083002,053003,053003,053003,053004,"  저온에서도 잘 견디지만 저온, 음지, 과습 조건이 되면 잎이 떨어지기 쉬운 실내 환경이나 햇볕이 잘 드는 곳에 두고 잎에 영양을 공급해 주면 좋고 지나친 과습이나 건조는 피한다. 젖은 물수건으로 잎을 닦아주며 잎이 작고 성장함에 따라 가지는 우아하게 늘어지며 건조한 환경에 강하다. 줄기에 탄력성이 좋아 줄기를 만져줄 수록 부드러워지고, 그런 후 원하는 모양대로 유인할 수 있다. 공기정화능력은 포름알데히드, 벤젠, 톨루엔, 크실렌, 클로로포름 제거한다."
